"time","deltaFrequency"
26.449,-0.0051532825005367044
26.45,-0.005137835384907419
26.451,-0.005122353764235754
26.452,-0.0051068377767009565
26.453,-0.005091287560759383
26.454,-0.005075703255066344
26.455,-0.005060084998525838
26.456,-0.005044432930247922
26.457,-0.005028747189584237
26.458,-0.005013027916099588
26.459,-0.004997275249600364
26.46,-0.004981489330091904
26.461,-0.004965670297821134
26.462,-0.004949818293248143
26.463,-0.004933933457060391
26.464,-0.004918015930144293
26.465,-0.004902065853620741
26.466,-0.004886083368830896
26.467,-0.004870068617314871
26.468,-0.004854021740847259
26.469,-0.0048379428813873915
26.47,-0.004821832181143293
26.471,-0.004805689782500622
26.472,-0.004789515828093727
26.473,-0.004773310460720381
26.474,-0.004757073823427049
26.475,-0.00474080605943783
26.476,-0.004724507312211301
26.477,-0.004708177725383678
26.478,-0.004691817442811441
26.479,-0.004675426608550026
26.48,-0.004659005366853819
26.481,-0.004642553862197474
26.482,-0.0046260722392261755
26.483,-0.004609560642805377
26.484,-0.004593019217992378
26.485,-0.004576448110036324
26.486,-0.004559847464385314
26.487,-0.004543217426693502
26.488,-0.004526558142785575
26.489,-0.004509869758713592
26.49,-0.004493152420678825
26.491,-0.004476406275117029
26.492,-0.004459631468613168
26.493,-0.004442828147965372
26.494,-0.004425996460156512
26.495,-0.004409136552354198
26.496,-0.0043922477750655275
26.497,-0.004375330734390559
26.498,-0.004358385845407042
26.499,-0.0043414132537762384
26.5,-0.004324413105322833
26.501,-0.004307385545956777
26.502,-0.004290330721779867
26.503,-0.0042732487790004825
26.504,-0.004256139863990427
26.505,-0.004239004123228085
26.506,-0.004221841703362372
26.507,-0.004204652751134574
26.508,-0.004187437413449402
26.509,-0.004170195837346569
26.51,-0.004152928169951053
26.511,-0.004135634558572576
26.512,-0.004118315150606122
26.513,-0.004100970093610101
26.514,-0.0040835995352139776
26.515,-0.004066203623224851
26.516,-0.004048782505535087
26.517,-0.004031336330186264
26.518,-0.004013865245305226
26.519,-0.003996369399160926
26.52,-0.0039788489401288984
26.521,-0.003961304016712575
26.522,-0.0039437347775006515
26.523,-0.00392614137123104
26.524,-0.003908523946734022
26.525,-0.0038908826529322482
26.526,-0.0038732176388904804
26.527,-0.003855529053758744
26.528,-0.0038378170467936457
26.529,-0.003820081767372585
26.53,-0.0038023233649511212
26.531,-0.0037845419891127108
26.532,-0.0037667377895118648
26.533,-0.003748910915930992
26.534,-0.0037310615182448714
26.535,-0.0037131897464064423
26.536,-0.003695295750475225
26.537,-0.00367737968060311
26.538,-0.0036594416870414648
26.539,-0.0036414819201198156
26.54,-0.003623500530281376
26.541,-0.0036054976680190975
26.542,-0.003587473483953829
26.543,-0.0035694281287632634
26.544,-0.0035513617532174635
26.545,-0.0035332745081859684
26.546,-0.0035151665445951608
26.547,-0.0034970380134637935
26.548,-0.0034788890659029903
26.549,-0.0034607198530665073
26.55,-0.0034425305262217876
26.551,-0.003424321236686012
26.552,-0.003406092135875838
26.553,-0.0033878433752505543
26.554,-0.0033695751063618218
26.555,-0.003351287480825249
26.556,-0.003332980650320394
26.557,-0.0033146547665978687
26.558,-0.0032963099814793395
26.559,-0.003277946446843316
26.56,-0.0032595643146322573
26.561,-0.0032411640558365207
26.562,-0.0032227458207643167
26.563,-0.0032043094843245967
26.564,-0.0031858551999732754
26.565,-0.0031673831212515324
26.566,-0.003148893401757391
26.567,-0.0031303861951883505
26.568,-0.003111861655312964
26.569,-0.0030933199359495234
26.57,-0.003074761191037112
26.571,-0.0030561855745290245
26.572,-0.0030375932404922423
26.573,-0.003018984343043485
26.574,-0.003000359036377631
26.575,-0.0029817174747464037
26.576,-0.0029630598124796848
26.577,-0.0029443862039570945
26.578,-0.002925696803622202
26.579,-0.0029069917660038413
26.58,-0.002888271245680585
26.581,-0.0028695353972665316
26.582,-0.0028507843754610462
26.583,-0.002832018335027442
26.584,-0.002813237430764559
26.585,-0.002794441817535187
26.586,-0.0027756316502589584
26.587,-0.0027568070838981384
26.588,-0.002737968273493152
26.589,-0.002719115374098635
26.59,-0.002700248540847383
26.591,-0.002681367928900613
26.592,-0.002662473693490597
26.593,-0.002643565989870922
26.594,-0.002624644973359125
26.595,-0.002605710799301164
26.596,-0.002586763623092736
26.597,-0.0025678036001792748
26.598,-0.0025488308860346365
26.599,-0.0025298456361682042
26.6,-0.0025108480061462046
26.601,-0.0024918381515561805
26.602,-0.0024728162280283073
26.603,-0.002453782391221182
26.604,-0.002434736796828929
26.605,-0.0024156796005740944
26.606,-0.002396610958228962
26.607,-0.002377531025572921
26.608,-0.002358439958420888
26.609,-0.002339337912623307
26.61,-0.002320225044051938
26.611,-0.002301101508592751
26.612,-0.002281967462188561
26.613,-0.0022628230607537603
26.614,-0.0022436684602737955
26.615,-0.0022245038167341136
26.616,-0.0022053292861272666
26.617,-0.002186145024481334
26.618,-0.0021669511878457115
26.619,-0.002147747932262689
26.62,-0.0021285354138100843
26.621,-0.002109313788579925
26.622,-0.0020900832126571345
26.623,-0.0020708438421621622
26.624,-0.002051595833208353
26.625,-0.002032339341916156
26.626,-0.002013074470916365
26.627,-0.001993801303896703
26.628,-0.001974520111609479
26.629,-0.0019552310498553993
26.63,-0.0019359342743996422
26.631,-0.0019166299410429133
26.632,-0.001897318205564602
26.633,-0.0018779992237227816
26.634,-0.0018586731512826304
26.635,-0.001839340144009327
26.636,-0.001820000357632523
26.637,-0.001800653947888975
26.638,-0.0017813010705012289
26.639,-0.0017619418811705145
26.64,-0.0017425765355838507
26.641,-0.0017232051894282563
26.642,-0.001703827998341012
26.643,-0.0016844451179807152
26.644,-0.0016650567039349085
26.645,-0.0016456629118337673
26.646,-0.001626263897236413
26.647,-0.0016068598156806502
26.648,-0.0015874508227113893
26.649,-0.0015680370738095917
26.65,-0.0015486187244704297
26.651,-0.0015291959301180214
26.652,-0.0015097688461764847
26.653,-0.001490337628027305
26.654,-0.0014709024310235463
26.655,-0.0014514634104685342
26.656,-0.0014320207216655945
26.657,-0.001412574519854104
26.658,-0.001393124960245018
26.659,-0.0013736721980137645
26.66,-0.001354216388293139
26.661,-0.0013347576861661992
26.662,-0.0013152962467017915
26.663,-0.0012958322248977083
26.664,-0.001276365775716215
26.665,-0.001256897054091155
26.666,-0.0012374262148782122
26.667,-0.0012179534129188596
26.668,-0.0011984788029621996
26.669,-0.00117900253976444
26.67,-0.0011595247779823126
26.671,-0.0011400456722370222
26.672,-0.0011205653771000357
26.673,-0.0011010840470930816
26.674,-0.0010816018366668345
26.675,-0.0010621189002151254
26.676,-0.0010426353920820475
26.677,-0.0010231514665477448
26.678,-0.0010036672778426237
26.679,-9.841829801047197e-4
26.68,-9.646987274436469e-4
26.681,-9.452146738837541e-4
26.682,-9.257309733854413e-4
26.683,-9.06247779852265e-4
26.684,-8.867652471167276e-4
26.685,-8.672835289260661e-4
26.686,-8.478027789706744e-4
26.687,-8.283231508769973e-4
26.688,-8.088447981791091e-4
26.689,-7.893678743471355e-4
26.69,-7.698925327730421e-4
26.691,-7.504189576721387e-4
26.692,-7.309475751284822e-4
26.693,-7.11478255880138e-4
26.694,-6.920111536885543e-4
26.695,-6.725464222512301e-4
26.696,-6.530842151803995e-4
26.697,-6.336246860314532e-4
26.698,-6.141679882745166e-4
26.699,-5.947142753157664e-4
26.7,-5.752637004690087e-4
26.701,-5.558164169983115e-4
26.702,-5.363725780682671e-4
26.703,-5.169323367653078e-4
26.704,-4.974958461190226e-4
26.705,-4.7806325904531377e-4
26.706,-4.5863472841034536e-4
26.707,-4.3921040696659475e-4
26.708,-4.197904474025904e-4
26.709,-4.003750023144903e-4
26.71,-3.8096422422029264e-4
26.711,-3.6155826553141424e-4
26.712,-3.4215727858821765e-4
26.713,-3.2276141563869487e-4
26.714,-3.033708288313619e-4
26.715,-2.839856702223642e-4
26.716,-2.6460609179679295e-4
26.717,-2.4523224541184163e-4
26.718,-2.2586428285364946e-4
26.719,-2.065023557946688e-4
26.72,-1.8714661583629777e-4
26.721,-1.677972144591422e-4
26.722,-1.4845430303012108e-4
26.723,-1.2911803285931e-4
26.724,-1.0978855510757057e-4
26.725,-9.046602086471012e-5
26.726,-7.11505810997437e-5
26.727,-5.1842386689315845e-5
26.728,-3.2541588389278786e-5
26.729,-1.3248336856008791e-5
26.73,6.037217367804715e-6
26.731,2.531492383894829e-5
26.732,4.458463224210618e-5
26.733,6.38461923543332e-5
26.734,8.309945409479269e-5
26.735,1.0234426746791314e-4
26.736,1.215804825989153e-4
26.737,1.408079497409176e-4
26.738,1.6002651926783074e-4
26.739,1.7923604166014684e-4
26.74,1.9843636751204485e-4
26.741,2.1762734755981228e-4
26.742,2.3680883266052888e-4
26.743,2.5598067376364497e-4
26.744,2.751427219820357e-4
26.745,2.9429482853515765e-4
26.746,3.1343684477036504e-4
26.747,3.3256862216290983e-4
26.748,3.516900123230471e-4
26.749,3.708008669747187e-4
26.75,3.899010380052914e-4
26.751,4.0899037740160793e-4
26.752,4.280687372926195e-4
26.753,4.47135969949386e-4
26.754,4.661919277850757e-4
26.755,4.852364633336492e-4
26.756,5.042694292640704e-4
26.757,5.232908628229893e-4
26.758,5.423004702080902e-4
26.759,5.612980806759538e-4
26.76,5.802835478974089e-4
26.761,5.992567257138148e-4
26.762,6.182174680873231e-4
26.763,6.371656291719319e-4
26.764,6.561010632424313e-4
26.765,6.750236247512476e-4
26.766,6.939331683000205e-4
26.767,7.12829548653815e-4
26.768,7.317126207198044e-4
26.769,7.505822395827977e-4
26.77,7.694382604839234e-4
26.771,7.882805388348402e-4
26.772,8.071089301964207e-4
26.773,8.259232903071734e-4
26.774,8.447234750619259e-4
26.775,8.635093405331418e-4
26.776,8.822807429424984e-4
26.777,9.010375387248359e-4
26.778,9.197795844286816e-4
26.779,9.385067368157252e-4
26.78,9.57218852803976e-4
26.781,9.759157894961845e-4
26.782,9.945974041656314e-4
26.783,0.001013263554249022
26.784,0.0010319140973962249
26.785,0.0010505488913921113
26.786,0.001069167794241821
26.787,0.0010877706640997076
26.788,0.0011063573593261822
26.789,0.0011249277384592915
26.79,0.001143481660214718
26.791,0.0011620189834999906
26.792,0.0011805395674144847
26.793,0.0011990432712352117
26.794,0.00121752995444524
26.795,0.0012359994766981686
26.796,0.0012544516978536535
26.797,0.0012728864779631976
26.798,0.0012913036772701503
26.799,0.0013097031562168127
26.8,0.0013280847754373326
26.801,0.0013464483957719153
26.802,0.0013647938782384017
26.803,0.0013831210840962171
26.804,0.001401429874768212
26.805,0.001419720111890399
26.806,0.0014379916573119544
26.807,0.001456244373081006
26.808,0.001474478121437528
26.809,0.0014926927648630794
26.81,0.0015108881660239604
26.811,0.0015290641877925282
26.812,0.001547220693268514
26.813,0.0015653575457434954
26.814,0.0015834746087435292
26.815,0.001601571745993624
26.816,0.0016196488214532678
26.817,0.0016377056992666894
26.818,0.001655742243833913
26.819,0.0016737583197468098
26.82,0.001691753791824624
26.821,0.0017097285251139738
26.822,0.001727682386430729
26.823,0.0017456152406154501
26.824,0.001763526952636596
26.825,0.0017814173884360684
26.826,0.0017992864141902487
26.827,0.0018171338962957861
26.828,0.0018349597013909147
26.829,0.0018527636963341365
26.83,0.0018705457482184329
26.831,0.0018883057243783696
26.832,0.0019060434923758862
26.833,0.00192375892
26.834,0.0019414518753038124
26.835,0.001959122226537602
26.836,0.001976769842237047
26.837,0.001994394591143589
26.838,0.0020119963422473575
26.839,0.0020295749647942785
26.84,0.002047130328264757
26.841,0.0020646623023878874
26.842,0.0020821707571343495
26.843,0.002099655562716407
26.844,0.00211711658961633
26.845,0.002134553708550868
26.846,0.0021519667904783546
26.847,0.002169355706634235
26.848,0.002186720328488434
26.849,0.0022040605277808822
26.85,0.002221376176478884
26.851,0.002238667146841067
26.852,0.002255933311360536
26.853,0.0022731745428004047
26.854,0.00229039071417958
26.855,0.002307581698772765
26.856,0.0023247473701459853
26.857,0.0023418876020926405
26.858,0.0023590022686832413
26.859,0.0023760912442654103
26.86,0.00239315440343546
26.861,0.0024101916210881313
26.862,0.0024272027723668543
26.863,0.0024441877326779604
26.864,0.002461146377711998
26.865,0.002478078583436627
26.866,0.002494984226089514
26.867,0.002511863182178331
26.868,0.0025287153285020736
26.869,0.002545540542115532
26.87,0.00256233870037903
26.871,0.0025791096809086866
26.872,0.0025958533616190493
26.873,0.002612569620701777
26.874,0.0026292583366256395
26.875,0.002645919388164941
26.876,0.0026625526543568867
26.877,0.0026791580145371086
26.878,0.002695735348332562
26.879,0.002712284535654419
26.88,0.002728805456698069
26.881,0.0027452979919786458
26.882,0.002761762022267078
26.883,0.002778197428654039
26.884,0.002794604092514419
26.885,0.002810981895535747
26.886,0.0028273307196826636
26.887,0.0028436502345599024
26.888,0.002859940253451043
26.889,0.002876200910002069
26.89,0.002892432086426311
26.891,0.0029086336651928946
26.892,0.002924805529048058
26.893,0.0029409475610506775
26.894,0.002957059644543847
26.895,0.0029731416631690877
26.896,0.002989193500823717
26.897,0.0030052150417390067
26.898,0.0030212061704233406
26.899,0.0030371667716835304
26.9,0.003053096730624816
26.901,0.003068995932643759
26.902,0.003084864263428244
26.903,0.0031007016089859007
26.904,0.0031165078556085746
26.905,0.0031322828899007504
26.906,0.0031480265987511302
26.907,0.003163738869382371
26.908,0.0031794195892871358
26.909,0.0031950686462849376
26.91,0.0032106859285008227
26.911,0.0032262713243582652
26.912,0.003241824722607589
26.913,0.0032573460122833353
26.914,0.0032728350827468944
26.915,0.0032882918236722958
26.916,0.003303716125031997
26.917,0.003319107877146621
26.918,0.003334466970599692
26.919,0.0033497932963442167
26.92,0.003365086745610313
26.921,0.003380347209969159
26.922,0.0033955745813045723
26.923,0.0034107687518201146
26.924,0.003425929614031986
26.925,0.0034410570607903423
26.926,0.0034561509852792938
26.927,0.0034712112809742734
26.928,0.003486237841705986
26.929,0.003501230561617774
26.93,0.003516189335194042
26.931,0.003531114057224727
26.932,0.003546004622855037
26.933,0.003560860927535714
26.934,0.0035756828670727714
26.935,0.0035904703375919667
26.936,0.0036052232355530123
26.937,0.003619941457749576
26.938,0.003634624901323491
26.939,0.003649273463743441
26.94,0.0036638870428191694
26.941,0.00367846553668727
26.942,0.0036930088438467124
26.943,0.003707516863123317
26.944,0.0037219894936839637
26.945,0.0037364266350508046
26.946,0.003750828187072841
26.947,0.0037651940499543457
26.948,0.0037795241242548627
26.949,0.0037938183108749968
26.95,0.0038080765110493076
26.951,0.0038222986263747316
26.952,0.0038364844648555163
26.953,0.0038506337005799196
26.954,0.003864746531959895
26.955,0.0038788228611608133
26.956,0.003892862590674895
26.957,0.003906865623356737
26.958,0.003920831862387786
26.959,0.003934761211297655
26.96,0.003948653573957017
26.961,0.003962508854584712
26.962,0.00397632695775485
26.963,0.003990107788361286
26.964,0.004003851251674462
26.965,0.004017557253298776
26.966,0.004031225699193897
26.967,0.004044856495667659
26.968,0.004058449549376064
26.969,0.004072004767330384
26.97,0.004085522056897162
26.971,0.004099001325791107
26.972,0.004112442482089307
26.973,0.004125845434231223
26.974,0.00413921009098317
26.975,0.0041525363615093625
26.976,0.004165824155315079
26.977,0.004179073382260867
26.978,0.004192283952562548
26.979,0.004205455776819633
26.98,0.004218588765972697
26.981,0.004231682831346006
26.982,0.004244737884619099
26.983,0.004257753837819678
26.984,0.004270730603366246
26.985,0.004283668094046789
26.986,0.00429656622299035
26.987,0.004309424903730985
26.988,0.004322244050129598
26.989,0.0043350235764663125
26.99,0.004347763397362314
26.991,0.004360463427815375
26.992,0.0043731235832069615
26.993,0.004385743779280915
26.994,0.004398323932164772
26.995,0.0044108639583697595
26.996,0.00442336377477659
26.997,0.004435823298635455
26.998,0.004448242447587347
26.999,0.004460621139664056
27,0.004472959293259748
27.001,0.004485256827152284
27.002,0.004497513660517427
27.003,0.004509729712900423
27.004,0.004521904904244423
27.005,0.004534039154862057
27.006,0.004546132385470969
27.007,0.004558184517172492
27.008,0.004570195471444549
27.009,0.004582165170170072
27.01,0.004594093535615684
27.011,0.00460598049043881
27.012,0.004617825957687671
27.013,0.004629629860815498
27.014,0.004641392123659216
27.015,0.004653112670467863
27.016,0.004664791425838644
27.017,0.004676428287986312
27.018,0.0046880218207761
27.019,0.004699573248046818
27.02,0.0047110824931309025
27.021,0.004722549479716065
27.022,0.004733974131845287
27.023,0.0047453563739026094
27.024,0.004756696130627347
27.025,0.004767993327121189
27.026,0.004779247888833993
27.027,0.0047904597415637795
27.028,0.004801628811478054
27.029,0.004812755025078275
27.03,0.004823838309235384
